ko	og	count
K11647	771408at2759	3
K21348	179838at2759	28
K12099		
K02847		
K01693	1097523at2759	8
K01693	685477at2759	41
K01693	990652at2759	33
K12532		
K01966	402617at2759	17
K06868		
K00605	673132at2759	20
K23489		
K04149	1245472at2759	71
K04149	732872at2759	31
K20373		
K17920	1009572at2759	24
K17920	1204620at2759	3
K23648		
K17074		
K13874		
K01493	1569973at2759	29
K03183	1025394at2759	21
K03183	1125002at2759	27
K03183	1362225at2759	40
K03183	1368055at2759	2
K16001		
K14303	1458427at2759	1
K14303	284127at2759	20
K14303	70879at2759	1
K03550		
K03695	1378690at2759	39
K03695	182446at2759	6
K03695	394282at2759	9
K03695	456046at2759	1
K03695	611758at2759	60
K15484		
K19516		
K00370		
K11893		
K00915	902814at2759	40
K17694	1624054at2759	34
K21212		
K15292	725424at2759	45
K11707		
K07253	1451925at2759	24
K07253	1515400at2759	9
K11012		
K02638	1543670at2759	6
K03153		
K19730	1539728at2759	20
K12930	508327at2759	727
K04523	1288120at2759	15
K04523	1332463at2759	1
K04523	1553668at2759	58
K04523	1586605at2759	15
K04523	668916at2759	71
K21160		
K10042	1133445at2759	12
K01357	1241694at2759	17
K01357	1552198at2759	1
K15581		
K05278	622449at2759	66
K05278	755305at2759	120
K05278	755371at2759	23
K05278	830141at2759	43
K05278	954853at2759	1
K04406	967913at2759	73
K04406	996262at2759	39
K17647		
K05672	138195at2759	268
K06686	759391at2759	183
K20557	967464at2759	7
K03889		
K01031		
K09949		
K19216		
K08991	738810at2759	22
K01585		
K23402		
K12405	1120431at2759	37
K15932		
K02955	1408000at2759	36
K08490	1297427at2759	22
K08490	1417652at2759	25
K10004		
K20699	1460301at2759	3
K02153	1613627at2759	31
K04085		
K14734	1558629at2759	8
K17703	28453at2759	34
K02420		
K23202		
K02275		
K15010	1038890at2759	2
K15010	1251658at2759	26
K03555		
K00739	1037602at2759	221
K00739	312912at2759	1
K24010		
K08231	916876at2759	250
K14413	1037602at2759	221
K14413	405234at2759	9
K11813	702827at2759	1009
K02456		
K09011		
K22958		
K17246		
K02608	1104731at2759	2
K02608	1380644at2759	38
K02608	1470794at2759	97
K02608	1522235at2759	13
K11036		
K19206		
K14008	1475416at2759	31
K05056	741136at2759	20
K22923		
K23439		
K00677	945596at2759	3
K08844	14978at2759	36
K08844	1514637at2759	164
K08844	225083at2759	9
K24541		
K21093	1575018at2759	95
K14007	141798at2759	1
K14007	1622118at2759	1
K14007	330236at2759	75
K07604	1124498at2759	1
K07604	1258401at2759	1
K07604	1688671at2759	1
K07604	1699458at2759	1
K07604	1703369at2759	1
K07604	1747728at2759	1
K07604	657425at2759	2
K07604	711591at2759	12
K07604	769200at2759	3
K07604	772040at2759	15
K07604	786603at2759	1
K07604	798081at2759	129
K07604	805081at2759	16
K07604	818323at2759	5
K07604	824246at2759	104
K07604	846019at2759	2
K07604	896885at2759	4
K07604	935802at2759	2
K07604	978625at2759	3
K03022		
K01507	1102784at2759	44
K01507	1177141at2759	1
K01507	1398991at2759	34
K01507	1429691at2759	19
K01507	1537610at2759	27
K01507	257116at2759	28
K05636	156553at2759	28
K05636	170200at2759	1
K05636	65841at2759	36
K12551		
K16000		
K03058		
K13061		
K12259	508351at2759	46
K09854	1043350at2759	27
K11757	168080at2759	20
K11757	551926at2759	5
K11757	771408at2759	3
K12394	1307450at2759	81
K12394	939345at2759	21
K12394	948664at2759	21
K20669	1594207at2759	1
K07422	1247045at2759	377
K07422	1366723at2759	1
K07422	467733at2759	159
K07422	702827at2759	1009
K14514	266873at2759	10
K14514	508062at2759	2
K14514	674199at2759	5
K14514	864546at2759	5
K14514	894710at2759	2
K14458	1347007at2759	79
K15088		
K10542		
K22203	940689at2759	20
K23667		
K09831	574756at2759	54
K20982		
K24110		
K16126		
K04423	477955at2759	1
K04423	938929at2759	57
K19862	1097449at2759	19
K19862	1483210at2759	5
K00472	1308492at2759	6
K00472	1438683at2759	101
K00472	1651352at2759	1
K00472	391515at2759	47
K00472	565504at2759	26
K00472	607832at2759	1
K00472	672459at2759	1
K12580	1109812at2759	29
K12580	1273874at2759	31
K04248	257031at2759	28
K01607	1395100at2759	1
K01607	1550235at2759	4
K05001	956263at2759	156
K00137		
K13589		
K02876	930708at2759	23
K02977	1079827at2759	21
K02977	1451134at2759	6
K02977	1536766at2759	160
K02977	1551371at2759	76
K02977	287399at2759	5
K02977	53600at2759	23
K15067	1435276at2759	31
K21680		
K01246	1276134at2759	6
K01246	822330at2759	4
K01246	896426at2759	12
K10246	1094172at2759	124
K22183		
K11429	1150673at2759	1
K11429	1318335at2759	5223
K11429	1463415at2759	1
K11429	236983at2759	17
K11429	298423at2759	1
K11429	889290at2759	1
K11429	953612at2759	2
K17232	835845at2759	19
K20977		
K16306		
K07423	702827at2759	1009
K16095		
K04546	1573820at2759	13
K04546	1581168at2759	73
K13287		
K17890	1616621at2759	3
K17890	349428at2759	29
K17890	404224at2759	32
K01448		
K08723		
K14335		
K23264		
K13114	1289178at2759	1
K13114	1482883at2759	7
K13114	839273at2759	1
K13114	881609at2759	7
K21779		
K17056		
K23666		
K02633	133095at2759	3
K02633	1445263at2759	1
K02633	145617at2759	16
K02633	331262at2759	52
K23059		
K10981	1212057at2759	19
K10981	1328151at2759	29
K10981	545687at2759	7
K04956	1073751at2759	180
K04956	1111983at2759	13
K04956	281394at2759	98
K08392	1015751at2759	6
K01777	894373at2759	12
K01942	1392751at2759	26
K01942	1398217at2759	37
K01942	208346at2759	1
K17994		
K02113	1178688at2759	21
K02113	1366805at2759	2
K02113	1432799at2759	5
K02113	36651at2759	32
K02113	606349at2759	43
K15242		
K04555	1317014at2759	44
K05752	1395428at2759	12
K05752	1499430at2759	1
K05752	1579787at2759	14
K08498	1123919at2759	4
K08498	1563292at2759	26
K08498	334613at2759	8
K11153	1032903at2759	67
K11153	1076292at2759	39
K11153	1164708at2759	21
K11153	1413827at2759	28
K11153	921996at2759	84
K20258		
K01956	566537at2759	9
K21082		
K25690		
K16036		
K06481	66046at2759	22
K13731		
K12732	560466at2759	23
K22139	1422466at2759	32
K22139	793298at2759	21
K05479		
K03096	1477860at2759	12
K01190	179316at2759	94
K01190	529725at2759	9
K01190	653343at2759	32
K04040	1231215at2759	19
K13775		
K16101		
K22001	1578838at2759	9
K10190		
K04394	1327703at2759	22
K02134	1286602at2759	26
K02134	700457at2759	4
K17313		
K05260	1445692at2759	8
K17693	1624054at2759	34
K00069	1051625at2759	40
K00069	1053465at2759	53
K00069	1194344at2759	108
K07804		
K14264	1156861at2759	53
K14264	683031at2759	58
K04349	1276206at2759	8
K04349	143470at2759	58
K04349	652460at2759	59
K04349	70101at2759	2
K04349	70788at2759	23
K04349	98339at2759	10
K12373	434250at2759	1
K12373	545162at2759	46
K04500	608001at2759	51
K08063	1504851at2759	8
K08063	1549720at2759	1
K17079	609213at2759	24
K08303		
K08710		
K03260	242562at2759	1
K03260	243095at2759	37
K03260	434771at2759	30
K03260	584178at2759	1
K03260	594395at2759	80
K03260	683933at2759	121
K03260	891881at2759	82
K03260	955432at2759	131
K04207	609835at2759	41
K18358		
K09019		
K13769	1644517at2759	39
K23493		
K05455	313400at2759	21
K00459	1191362at2759	2
K00459	981020at2759	9
K10008		
K10030	1548456at2759	25
K10030	1556509at2759	5
K10030	1559177at2759	1
K10030	1617719at2759	17
K10030	1618797at2759	22
K07876	1149105at2759	139
K07876	1247697at2759	4
K07876	1263022at2759	1
K13436	1112022at2759	80
K13436	1223874at2759	12
K13436	1523117at2759	3
K13436	213399at2759	4
K13436	431109at2759	5
K13436	684563at2759	1307
K00030	1177118at2759	26
K00030	868374at2759	88
K01580	278105at2759	5
K01580	521159at2759	23
K01580	810772at2759	59
K11194		
K14196		
K13020		
K06204		
K22789		
K01723	485250at2759	9
K01723	560150at2759	1
K01723	614788at2759	20
K01723	759497at2759	3
K01723	864748at2759	28
K01723	871849at2759	98
K01610	380257at2759	14
K01610	921573at2759	2
K13607		
K00425		
K18982		
K00570		
K05586		
K05659	186078at2759	160
K05659	248727at2759	50
K05659	684058at2759	89
K23510		
K12298	754103at2759	307
K12298	992858at2759	31
K01251	371693at2759	50
K02566	740995at2759	12
K01638	358540at2759	11
K01638	905115at2759	11
K05152	1054859at2759	1
K05152	1175598at2759	12
K05152	827142at2759	14
K04430	688282at2759	158
K07193	556279at2759	29
K19394		
K14758	1097975at2759	181
K14758	889559at2759	35
K22186		
K04492	807716at2759	39
K17846	1591573at2759	22
K17846	969302at2759	5
K21203		
K19590		
K12606	1129961at2759	32
K15555		
K06030	216494at2759	23
K06030	675314at2759	3
K02408		
K12387	1145926at2759	19
K12387	1569326at2759	1
K12387	1584977at2759	8
K12387	812356at2759	1
K22244	1374719at2759	3
K22244	1460265at2759	1
K22244	1509611at2759	268
K22244	1584648at2759	1
K22244	555122at2759	17
K23735		
K19097		
K21635	1115908at2759	4
K21635	19837at2759	1
K21635	40937at2759	1
K21635	72177at2759	23
K13675	355514at2759	14
K13675	935669at2759	14
K10007		
K14015	1071197at2759	87
K14015	1106766at2759	24
K04968	824310at2759	39
K05640	655109at2759	46
K05640	860998at2759	1
K00991	1356473at2759	16
K16035		
K08247	93776at2759	3
K12183		
K13105	1220311at2759	1
K13105	1430154at2759	9
K13105	817156at2759	2
K13105	997301at2759	5
K01086	1551422at2759	2
K17057		
K16225	73809at2759	1
K12986		
K12254		
K10080	1377709at2759	42
K10080	321438at2759	3
K17051		
K13487		
K20946		
K14611	1082380at2759	52
K14611	387031at2759	99
K10936		
K15913		
K16901		
K24873		
K22993		
K10691	208678at2759	1
K10691	585472at2759	1
K10691	717at2759	32
K11598	929961at2759	40
K12529		
K06512	1000446at2759	74
K06512	1327293at2759	169
K06512	866496at2759	48
K17698	280667at2759	1
K17698	831692at2759	13
K20964		
K14534		
K12695		
K07409	702827at2759	1009
K18223		
K07190	55049at2759	44
K02064	1591226at2759	25
K20142		
K14186		
K02599	1014071at2759	2
K02599	1033311at2759	3
K02599	106876at2759	10
K02599	1105722at2759	20
K02599	111153at2759	23
K02599	115967at2759	10
K02599	1174057at2759	25
K02599	1174178at2759	368
K02599	1281199at2759	3
K02599	1286379at2759	4
K02599	1299582at2759	5
K02599	1335391at2759	3
K02599	137166at2759	3
K02599	1380580at2759	10
K02599	1428226at2759	83
K02599	1452780at2759	13
K02599	145726at2759	1
K02599	1559292at2759	4
K02599	1589575at2759	1
K02599	1606at2759	41
K02599	1625853at2759	47
K02599	19837at2759	1
K02599	210304at2759	5
K02599	216874at2759	3
K02599	2171at2759	5
K02599	229384at2759	1
K02599	261060at2759	1
K02599	27848at2759	1
K02599	289070at2759	1
K02599	372906at2759	4
K02599	382481at2759	34
K02599	382628at2759	1
K02599	413371at2759	8
K02599	561378at2759	62
K02599	602374at2759	1
K02599	681837at2759	176
K02599	7525at2759	56
K02599	780670at2759	260
K02599	821140at2759	2
K02599	871292at2759	1
K14447		
K18389		
K02658		
K06796	182239at2759	21
K17054		
K11718	231263at2759	34
K13078		
K01119		
K16027		
K05814		
K07425	1247045at2759	377
K10549		
K00975	1013386at2759	4
K00975	1388750at2759	23
K00975	806744at2759	71
K13354	1126848at2759	35
K13354	1186395at2759	23
K01818		
K05701	1175136at2759	36
K00880		
K03783	1078969at2759	23
K03783	696454at2759	2
K14455	1104596at2759	66
K05172	1109920at2759	25
K04403	755673at2759	14
K04403	892993at2759	1
K00167	1200844at2759	33
K11709		
K24906		
K13440		
K02945	418233at2759	1
K02945	828313at2759	4
K02945	913895at2759	5
K11087	1579192at2759	25
K11087	1580122at2759	29
K03915	826485at2759	12
K03915	951204at2759	5
K07411	702827at2759	1009
K14219		
K22801		
K18877		
K01373	1264766at2759	30
K01373	1275401at2759	343
K01373	649145at2759	18
K15488		
K00673	649708at2759	333
K24955		
K01730		
K04527	223327at2759	35
K02195		
K08502	1235594at2759	19
K08502	1251354at2759	12
K15612	1307952at2759	35
K04556	1140368at2759	96
K06119	482876at2759	12
K08912	1037903at2759	4
K08912	1476770at2759	11
K08912	961261at2759	17
K08912	991539at2759	12
K07705		
K07682		
K23549		
K11651	1199500at2759	12
K11651	1318335at2759	5223
K11651	1641977at2759	154
K11651	905071at2759	1
K06233	1428226at2759	83
K06233	1606at2759	41
K06233	314267at2759	12
K06233	340714at2759	3
K10125		
K04381		
K12559	16113at2759	18
K12559	717547at2759	31
K17230		
K13349	1301408at2759	15
K13349	1507385at2759	21
K13349	804210at2759	17
K06070	367841at2759	32
K25881		
K07512	1269870at2759	35
K07512	646813at2759	13
K01453		
K20995	1075463at2759	248
K20995	1631923at2759	37
K20995	72177at2759	23
K20995	7525at2759	56
K17245		
K00736	647764at2759	16
K08375	1072979at2759	36
K08375	1084257at2759	27
K08375	1202809at2759	8
K08375	1308959at2759	28
K08375	715197at2759	38
K08375	818340at2759	8
K08375	830221at2759	1
K08375	900491at2759	38
K08375	981089at2759	16
K04894	1452030at2759	10
K03845	1023757at2759	65
K03845	1122031at2759	1
K03845	1363414at2759	34
K03845	1498904at2759	12
K03845	774318at2759	19
K03845	828615at2759	1
K23535		
K04389	1029363at2759	9
K12771	967913at2759	73
K06243	65841at2759	36
K08568	1275401at2759	343
K08568	1436535at2759	18
K08568	865289at2759	38
K02537	1197019at2759	21
K02537	1630737at2759	17
K02537	958680at2759	14
K10040		
K17457	477969at2759	33
K05051	1013884at2759	28
K05051	1031290at2759	5
K05051	1044002at2759	3
K05051	1045889at2759	35
K05051	1061626at2759	1
K05051	1099557at2759	26
K05051	1191410at2759	4
K05051	1684430at2759	1
K05051	1687687at2759	1
K05051	583605at2759	1038
K05051	816088at2759	6
K05051	836608at2759	1
K05051	860549at2759	31
K05051	891010at2759	3
K05051	913195at2759	63
K05051	917983at2759	3
K05051	963632at2759	2
K05051	971815at2759	1
K05051	972015at2759	76
K05051	973471at2759	18
K05051	988767at2759	1
K05051	994073at2759	24
K05051	995146at2759	12
K07664		
K21373	508327at2759	727
K05408	1575018at2759	95
K08031	1014909at2759	30
K08031	1152885at2759	24
K08031	1155300at2759	2
K08031	1204183at2759	2
K08031	360201at2759	3
K08031	627609at2759	1
K08031	633001at2759	17
K04124	622449at2759	66
K04124	755305at2759	120
K04124	755371at2759	23
K04124	830141at2759	43
K07256		
K17183		
K17743	1016440at2759	178
K17743	868657at2759	44
K17743	968788at2759	56
K14020	962936at2759	11
K05733	757766at2759	90
K13494		
K19813		
K02123		
K24207		
K05427	1412355at2759	3
K23581		
K19982		
K05713		
K13366	1151887at2759	30
K13366	508351at2759	46
K13366	5361at2759	1
K18128		
K04332	972015at2759	76
K07835	1259506at2759	140
K25016		
K02732	1092660at2759	27
K15769		
K10302	681238at2759	8
K02091	1453185at2759	21
K02091	988547at2759	20
K20697	1209387at2759	137
K23455		
K16673	1026341at2759	17
K04120	372122at2759	7
K04120	700680at2759	9
K17060		
K04623	671877at2759	2
K10603	1203363at2759	22
K11959		
K03283	1045809at2759	22
K03283	1085214at2759	1
K03283	1525209at2759	1
K03283	288077at2759	188
K03283	583605at2759	1038
K03283	635654at2759	37
K03283	646813at2759	13
K03283	708294at2759	27
K03283	741910at2759	1
K03283	804087at2759	40
K00698	124503at2759	24
K00698	134286at2759	5
K00698	20724at2759	5
K00698	240304at2759	2
K00698	256142at2759	22
K00698	332363at2759	25
K10717	1247045at2759	377
K10717	467733at2759	159
K10717	786853at2759	56
K10717	825914at2759	133
K10127	1329283at2759	19
K11716	1102630at2759	1
K11716	1492547at2759	22
K11716	857854at2759	1
K04705	1213216at2759	28
K04705	788657at2759	56
K04705	906159at2759	23
K03365		
K24137		
K17067		
K16024		
K05077	1151666at2759	23
K05581	1276923at2759	20
K12630		
K10983	1518986at2759	1
K20019	1508042at2759	1
K05728	206803at2759	3
K05728	491765at2759	19
K05728	539311at2759	129
K12780	1273134at2759	2
K12780	759704at2759	1
K04435	372907at2759	18
K08094		
K21365		
K15379	1230185at2759	65
K15379	981551at2759	25
K22716		
K18345		
K23940		
K01233	1307217at2759	3
K07889	1226895at2759	25
K07889	1340129at2759	165
K19976		
K12352	455705at2759	16
K19841	1031705at2759	7
K19841	1190128at2759	1
K12917	572303at2759	59
K07194	1091615at2759	171
K00731	1060061at2759	7
K00731	1407357at2759	61
K00731	284019at2759	1
K00731	697641at2759	16
K00731	744884at2759	35
K02515	1127668at2759	465
K02515	1430677at2759	1
K02515	954262at2759	90
K01755	1033833at2759	103
K01755	1074729at2759	18
K01755	486735at2759	1
K23485		
K18135		
K21021		
K21147		
K00151		
K06765	1183at2759	2
K06765	217780at2759	23
K11186	1326484at2759	63
K06791	1075704at2759	2
K06791	841952at2759	34
K04008	1586315at2759	23
K10425	1444664at2759	10
K18800		
K03390		
K02274		
K17888	1483097at2759	14
K17888	1538225at2759	22
K04386	1109920at2759	25
K08571	1264766at2759	30
K08571	1275401at2759	343
K13677		
K03995	100680at2759	28
K03995	1060206at2759	14
K03995	372906at2759	4
K03995	787014at2759	26
K03785	39786at2759	6
K08080	1194556at2759	28
K08080	569298at2759	6
K11336		
K11690		
K03701		
K06118	848823at2759	79
K08386	794310at2759	11
K19700		
K04179	900867at2759	43
K20727	1565340at2759	8
K10049	1521099at2759	1
K10049	1532157at2759	10
K00255	589058at2759	117
K14595	508327at2759	727
K14595	631088at2759	53
K11035		
K13820		
K02867	1346532at2759	22
K02867	613685at2759	6
K02867	62494at2759	74
K13497		
K15763		
K00951	1372331at2759	12
K00951	505873at2759	25
K16920		
K12504	381154at2759	33
K15408		
K17274	1508691at2759	9
K01053	1162564at2759	2
K01053	1343872at2759	22
K01053	757814at2759	91
K19615		
K09457		
K15403	798314at2759	87
K18127		
K01589		
K18986		
K01089		
K10928		
K07385	401091at2759	9
K05726	1086228at2759	35
K01113	1230342at2759	8
K01113	727365at2759	54
K01113	855781at2759	4
K01113	868657at2759	44
K01113	911371at2759	2
K21759		
K03678	1237942at2759	39
K03678	965225at2759	21
K03678	996662at2759	23
K21784		
K23601		
K10138	979270at2759	53
K04687	1382686at2759	6
K04687	1588796at2759	1
K17386	1364454at2759	61
K17386	1439735at2759	17
K03538	1362700at2759	21
K01617		
K02735	1170036at2759	26
K18383		
K19324	1120876at2759	1
K19324	1311491at2759	9
K05549		
K01107	1096950at2759	63
K04122	467733at2759	159
K04122	702827at2759	1009
K15228		
K15888		
K07795		
K00130	153834at2759	112
K00130	538179at2759	20
K05931	840669at2759	100
K18570		
K20256		
K05492	1298853at2759	32
K05492	1428226at2759	83
K05492	1469254at2759	15
K14652	1382176at2759	3
K14652	916311at2759	10
K10878	1272299at2759	29
K10878	698464at2759	20
K18255		
K22925		
K09262	1609924at2759	9
K09262	729387at2759	34
K02473		
K10199		
K16199		
K10394	862274at2759	52
K11592	1337630at2759	76
K11592	1386188at2759	20
K11592	989616at2759	18
K01257	110058at2759	154
K12660		
K00431	276568at2759	86
K20077		
K15804	360509at2759	66
K21010		
K01977		
K18893		
K19833	757766at2759	90
K01602	1258997at2759	13
K05771	333292at2759	9
K18365		
K03106	463152at2759	38
K03106	804839at2759	26
K21345		
K00794	1402810at2759	8
K00164	134699at2759	53
K00164	587717at2759	271
K00164	616989at2759	19
K01794	588663at2759	19
K01658	535224at2759	5
K01658	665558at2759	23
K08483		
K14530	1273379at2759	11
K14530	1282076at2759	125
K02545		
K03871	1210654at2759	32
K03871	1307987at2759	1
K03871	1509532at2759	15
K03871	381191at2759	1
K02177	1209165at2759	85
K09026	1312430at2759	2
K09026	1445263at2759	1
K09026	205871at2759	22
K09026	756907at2759	2
K18162	1163024at2759	42
K18162	691814at2759	20
K20480		
K04495	1042753at2759	25
K04495	1161594at2759	31
K04495	1641977at2759	154
K00725	363090at2759	22
K00725	868997at2759	1
K12497	1318335at2759	5223
K24112		
K05816		
K19028	392001at2759	57
K02960	1263520at2759	262
K02960	1291443at2759	4
K02960	1347615at2759	30
K00874		
K20249		
K20449		
K14271	734452at2759	37
K12647	1092723at2759	30
K12647	1337630at2759	76
K01442		
K07809	417151at2759	1
K07809	712400at2759	73
K20253		
K11130	1628018at2759	15
K22395	1049549at2759	62
K22395	350817at2759	23
K22395	739990at2759	2
K24609		
K17212	950070at2759	45
K22208		
K22374	1016440at2759	178
K22374	1216642at2759	32
K22374	954216at2759	3
K01824	1130914at2759	15
K01824	1195966at2759	42
K01824	1323969at2759	9
K01824	833365at2759	15
K21783		
K19185		
K00734	1037602at2759	221
K00734	1407357at2759	61
K00734	162604at2759	3
K00734	640360at2759	67
K14549	621827at2759	25
K18136		
K22596		
K21072	69816at2759	51
K18445		
K09842	48717at2759	67
K13035	1001274at2759	14
K13035	996578at2759	32
K05657	138195at2759	268
K05657	186078at2759	160
K05657	248727at2759	50
K05657	684058at2759	89
K12634		
K06666	1076587at2759	23
K06666	1109214at2759	13
K06666	425951at2759	29
K06666	620721at2759	42
K06666	872177at2759	37
K06666	957291at2759	115
K21087		
K00208	1194344at2759	108
K00208	913128at2759	99
K09290	1576041at2759	47
K18613		
K02992	1153818at2759	24
K02992	1212658at2759	34
K02992	1484811at2759	19
K02992	594067at2759	47
K04574	655109at2759	46
K04574	898483at2759	17
K09565	1403619at2759	197
K00016	1204514at2759	46
K00016	420029at2759	15
K00016	466691at2759	25
K18987		
K25055		
K24680		
K16159		
K04293	981486at2759	38
K10035	1450357at2759	5
K19668	957754at2759	6
K14681		
K16186	1216811at2759	30
K16186	1331617at2759	34
K23660		
K21055		
K09903	1178708at2759	7
K10869	1345899at2759	32
K25246		
K13893		
K00825	1156861at2759	53
K00825	1241781at2759	18
K00825	734452at2759	37
K20950		
K11517	879633at2759	52
K20783	1644751at2759	1
K20783	819015at2759	8
K20783	855804at2759	6
K20783	933842at2759	2
K20783	996187at2759	9
K21030		
K10167	1496659at2759	9
K10167	1544538at2759	6
K15474		
K07824	1247045at2759	377
K07824	467733at2759	159
K07824	481145at2759	24
K07824	561463at2759	12
K07824	574756at2759	54
K07824	825914at2759	133
K07824	871849at2759	98
K18103	1238597at2759	38
K01201	120983at2759	49
K01201	644299at2759	22
K19851		
K15800		
K06480	66046at2759	22
K17150		
K15929		
K25039		
K14485	1027299at2759	68
K14485	1282076at2759	125
K14485	672780at2759	11
K03341	680116at2759	14
K09428	1031584at2759	1
K09428	1198427at2759	1
K09428	837296at2759	53
K09428	908495at2759	12
K15472	702827at2759	1009
K22798		
K23524		
K13393		
K07813		
K16414		
K15578		
K09970		
K21143	1596724at2759	1
K07634	551308at2759	159
K00581		
K11413	973532at2759	40
K17000		
K25075		
K25251		
K01809	1043197at2759	28
K01809	962471at2759	126
K23146		
K12788		
K07938	1362554at2759	122
K02619	1275525at2759	3
K02619	1369397at2759	19
K04374	1117408at2759	1
K04374	1524842at2759	19
K04374	1639353at2759	1
K03383		
K14508	1115202at2759	175
K14508	1332420at2759	3
K14508	1341288at2759	45
K14508	1465535at2759	1
K14508	1514637at2759	164
K14508	1546307at2759	54
K14508	31682at2759	5
K14508	342053at2759	5
K14508	631377at2759	5
K14508	651575at2759	10
K14508	841851at2759	16
K14508	933572at2759	1
K14508	940487at2759	9
K10643	103300at2759	11
K10643	1200559at2759	11
K10643	276072at2759	3
K10643	318500at2759	2
K10643	536384at2759	1
K10643	59501at2759	42
K10643	671703at2759	1
K10643	837503at2759	2
K25692		
K18107	1016440at2759	178
K17324		
K13601		
K03021	1314811at2759	1072
K03021	42570at2759	73
K03203	1645809at2759	1
K03203	1811957at2759	1
K08034	409935at2759	19
K01388	1075463at2759	248
K14006	270617at2759	43
K14006	330236at2759	75
K14006	629057at2759	1
K15951		
K14370		
K04438	1414461at2759	24
K04438	1483210at2759	5
K16176		
K21721		
K00619		
K21277		
K21162		
K04372	330091at2759	611
K04372	608695at2759	31
K13375	643840at2759	28
K05243	1548839at2759	14
K02097		
K00569	1590477at2759	23
K07984	1189650at2759	10
K07984	67910at2759	1
K25213		
K06275	1274502at2759	56
K06275	871306at2759	34
K10893	1404593at2759	9
K00008	1014379at2759	4
K00008	1019156at2759	32
K00008	1085436at2759	38
K00008	1096726at2759	21
K00008	1410605at2759	15
K00008	1619041at2759	1
K00008	625659at2759	48
K00008	771875at2759	40
K01918	1399179at2759	7
K01918	1439735at2759	17
K19763	688282at2759	158
K15473		
K12844	791296at2759	26
K16144	906547at2759	19
K12237		
K01662	354970at2759	52
K03410		
K12109		
K05474	1232325at2759	15
K05474	1319236at2759	5
K14613	1205834at2759	24
K14613	582396at2759	29
K14613	763423at2759	71
K20448		
K05684	1022017at2759	214
K25880		
K03376	817470at2759	36
K05637	128982at2759	25
K05637	156553at2759	28
K05637	270113at2759	10
K05637	414294at2759	45
K05637	90713at2759	6
K02774		
K03041		
K13480		
K13263	508327at2759	727
K12501	1231215at2759	19
K12501	364787at2759	1
K12501	819825at2759	9
K12501	918518at2759	154
K10837	1322551at2759	12
K10837	1324464at2759	17
K10837	1585724at2759	1
K03001	153834at2759	112
K03001	1610637at2759	1
K07430	614788at2759	20
K07430	864748at2759	28
K12341		
K13668		
K10561		
K15475		
K16648		
K14265	1156861at2759	53
K14265	1241781at2759	18
K21780		
K16245		
K02078		
K14488	1315187at2759	2
K14488	1380397at2759	5
K14488	1402682at2759	7
K14488	1421224at2759	7
K14488	1427819at2759	1
K14488	1451500at2759	2
K14488	1455611at2759	11
K14488	1463651at2759	21
K14488	1481668at2759	1
K14488	1488119at2759	10
K14488	1496276at2759	1
K14488	1501993at2759	5
K14488	1506362at2759	1
K14488	1508386at2759	36
K14488	1514865at2759	2
K14488	1516540at2759	5
K14488	1535050at2759	10
K14488	1540076at2759	1
K14488	1546561at2759	22
K14488	1566022at2759	4
K14488	1574101at2759	3
K14488	1580002at2759	15
K14488	1583210at2759	7
K14488	1588562at2759	2
K14488	1591145at2759	1
K14488	1609230at2759	2
K14488	1880764at2759	2
K08496	1139640at2759	20
K06524	743479at2759	97
K01051	1166292at2759	49
K01051	1529282at2759	1
K01051	674407at2759	168
K01051	714825at2759	7
K10984		
K08583	1330600at2759	90
K25481		
K02631		
K08736	138168at2759	111
K16015		
K03347	1040292at2759	128
K03347	83617at2759	31
K10421	1110101at2759	24
K10421	1550378at2759	49
K19255		
K17725	1049803at2759	1
K17725	1203911at2759	35
K10775	752680at2759	65
K10775	923557at2759	45
K16434		
K10147	1044139at2759	214
K10147	1344250at2759	111
K10147	248822at2759	1
K10147	801287at2759	1
K22848		
K23479		
K24738		
K18256		
K00699	1024049at2759	25
K00699	457483at2759	1
K00699	508327at2759	727
K21092	1575018at2759	95
K02424	1470794at2759	97
K18178	1528980at2759	18
K18178	461632at2759	19
K23393		
K06254	1283825at2759	33
K06254	414294at2759	45
K06254	888266at2759	33
K17685	702827at2759	1009
K23492		
K21888	1225872at2759	163
K21888	1464671at2759	3
K21888	974249at2759	67
K10156		
K10903	1053181at2759	21
K12623	1561576at2759	11
K12623	1571169at2759	37
K00990		
K09887		
K10619		
K16677	311886at2759	122
K05694	411281at2759	407
K05694	6580at2759	11
K23830		
K00128	1070579at2759	9
K00128	1199057at2759	1
K00128	1535999at2759	114
K00128	153834at2759	112
K00128	454791at2759	26
K00128	461546at2759	88
K00128	500317at2759	2
K00128	538179at2759	20
K00128	646662at2759	65
K00128	692580at2759	32
K20021		
K25262		
K14045		
K04564	1353361at2759	51
K04564	1527400at2759	4
K07879	1146851at2759	38
K24042		
K10721	1273535at2759	10
K04455	1187096at2759	203
K08367	562214at2759	27
K08367	702780at2759	1
K04858	510149at2759	25
K07806		
K14756	408001at2759	170
K14634	1112626at2759	59
K17913	895046at2759	35
K14417		
K06238	1049829at2759	55
K06238	1174178at2759	368
K06238	140989at2759	16
K06238	16928at2759	25
K06238	350336at2759	10
K06238	67372at2759	59
K14491	1154048at2759	155
K14491	115987at2759	3
K14491	1167551at2759	1
K14491	1174117at2759	1
K14491	1374300at2759	1
